Site,Order,Family,Genera,Taxa,Time_Period,Period_Biomass,Mean_Annual_Biomass,PB,Production,Community_PB
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella aurivillii,Period 6,0,10.12,5,50.61,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 1,173.75,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 2,0,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 3,0,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 4,0,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 5,168.97,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella inermis/infrequens,Period 6,0,44.79,5,223.95,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 1,0,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 2,27.45,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 3,15.58,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 4,10.73,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 5,49.49,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,Serratella,Serratella tibialis,Period 6,33.65,25.79,3.85,99.28,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 1,59.2,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 2,21.62,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 3,47.73,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 4,73.74,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 5,0.91,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Ephemerellidae,,Ephemerellidae,Period 6,0.12,26.58,5,132.89,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 1,3.59,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 2,0,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 3,0,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 4,0,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 5,4.76,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygma,Cinygma,Period 6,0,1.21,5,6.03,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 1,3.59,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 2,41.64,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 3,30.51,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 4,0,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 5,0,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Cinygmula,Cinygmula,Period 6,0,12.17,5,60.87,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 1,11.24,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 2,22.2,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 3,0,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 4,0,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 5,0,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,Epeorus,Epeorus longimanus,Period 6,0,4.17,5,20.84,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 1,9.34,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 2,4.65,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 3,2.97,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 4,0.81,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 5,0,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Heptageniidae,,Heptageniidae,Period 6,0.59,3.06,5,15.31,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 1,29.29,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 2,1.97,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 3,33.35,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 4,0,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 5,25.21,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,Leptophlebiidae,Paraleptophlebia ,Paraleptophlebia ,Period 6,6.5,15.96,3.31,52.81,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 1,1.54,34.18,5,170.89,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 2,0,34.18,5,170.89,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 3,36.72,34.18,5,170.89,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 4,167.96,34.18,5,170.89,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 5,0,34.18,5,170.89,5.19
Antelope Creek,Ephemeroptera,,,Ephemeroptera,Period 6,0,34.18,5,170.89,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 1,2.21,0.26,5,1.31,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 2,0,0.26,5,1.31,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 3,0.33,0.26,5,1.31,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 4,0.69,0.26,5,1.31,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 5,0,0.26,5,1.31,5.19
Antelope Creek,Ostracoda,,,Ostracoda,Period 6,0,0.26,5,1.31,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 1,0,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 2,0,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 3,0,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 4,2.53,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 5,0,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Capniidae,,Capniidae,Period 6,7.27,4.06,5,20.29,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 1,3.18,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 2,0,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 3,0.78,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 4,5.82,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 5,0,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Kathroperla,Kathroperla,Period 6,0,1.23,5,6.16,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 1,0,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 2,48.7,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 3,0,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 4,0,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 5,8.4,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Paraperla ,Paraperla ,Period 6,0.84,10.4,5,52.01,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 1,46.1,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 2,60.08,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 3,216.11,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 4,99.36,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 5,370.85,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,Sweltsa,Sweltsa,Period 6,12.6,153.22,6.06,928.59,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 1,2.09,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 2,3.15,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 3,0,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 4,1.04,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 5,1.63,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 6,0,1.15,5,5.74,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 1,0,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 2,0,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 3,2.97,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 4,0,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 5,0,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Malenka ,Malenka ,Period 6,0,0.49,5,2.47,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 1,72.32,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 2,0,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 3,0,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 4,0,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 5,0,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Ostrocerca,Ostrocerca,Period 6,0,3.01,5,15.07,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 1,0,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 2,0,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 3,0,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 4,0,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 5,2.16,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Soyedina,Soyedina,Period 6,0,0.48,5,2.4,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 1,0,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 2,6.51,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 3,74.15,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 4,0,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 5,0,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada ,Period 6,0,13.44,5,67.22,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 1,0,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 2,0,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 3,0,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 4,81.5,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 5,22.27,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 6,0.15,18.61,2.41,44.91,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 1,23.67,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 2,0,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 3,18.9,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 4,78.68,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 5,137.29,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 6,5.33,50.42,2.94,148.1,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 1,11.84,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 2,0,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 3,0,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 4,2.99,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 5,0,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Nemouridae,,Nemouridae,Period 6,0,0.99,5,4.96,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 1,995.52,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 2,388.27,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 3,302.99,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 4,222.5,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 5,10.99,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 6,334.16,363.29,3,1089.88,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 1,0,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 2,0,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 3,0,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 4,3.68,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 5,0,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Arcynopteryx,Arcynopteryx  compacta,Period 6,0,0.61,5,3.06,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 1,0,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 2,0,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 3,0,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 4,0,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 5,0,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 6,2.58,1.29,5,6.45,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 1,114.21,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 2,2.41,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 3,0,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 4,253.7,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 5,36.46,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 6,16.39,63.74,5,318.71,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 1,65.57,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 2,0,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 3,51.29,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 4,16.92,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 5,0,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,Kogotus ,Kogotus ,Period 6,0,14.1,5,70.5,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 1,5.84,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 2,7.67,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 3,0.97,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 4,11.38,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 5,0,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,Perlodidae,,Perlodidae,Period 6,0,3.58,5,17.9,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 1,26.71,15.33,5,76.67,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 2,0,15.33,5,76.67,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 3,7.44,15.33,5,76.67,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 4,23.99,15.33,5,76.67,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 5,32.68,15.33,5,76.67,5.19
Antelope Creek,Plecoptera,,,Plecoptera,Period 6,3.44,15.33,5,76.67,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 1,0,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 2,0,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 3,0.46,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 4,0,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 5,0,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Apataniidae,Apatania ,Apatania ,Period 6,0,0.08,5,0.38,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 1,0,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 2,0,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 3,0,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 4,0,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 5,0,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus,Period 6,11.28,5.64,5,28.19,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 1,46.66,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 2,33.28,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 3,14.74,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 4,64.47,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 5,0,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 6,0,20.69,5.39,111.63,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 1,102.37,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 2,0,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 3,0,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 4,0,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 5,0,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Hydropsychidae,Parapsyche ,Parapsyche elsis,Period 6,0,4.27,5,21.33,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 1,0,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 2,22.73,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 3,0,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 4,0,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 5,0,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 6,0,3.79,5,18.94,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 1,57.02,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 2,0,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 3,0,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 4,0,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 5,39.23,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 6,12.93,17.56,5,87.78,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 1,318.78,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 2,188.61,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 3,221.24,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 4,77.15,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 5,0,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Dicosmoecus ,Dicosmoecus atripes,Period 6,0,94.45,3,283.35,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 1,10.24,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 2,0,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 3,0,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 4,0,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 5,0,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Ecclisomyia ,Ecclisomyia ,Period 6,0,0.43,5,2.13,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 1,0,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 2,0,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 3,0,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 4,0,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 5,15.21,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Onocosmoecus ,Onocosmoecus uncolor,Period 6,0,3.38,5,16.9,5.19
Antelope Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 1,0,0.3,5,1.51,5.19
Antelope Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 2,0,0.3,5,1.51,5.19
Antelope Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 3,1.81,0.3,5,1.51,5.19
Antelope Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 4,0,0.3,5,1.51,5.19
Antelope Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 5,0,0.3,5,1.51,5.19
